,url,hospital,datetime,comment,sentiment_label,review_len,word_count
1332,83982,King Edward Memorial Hospital,2021-10-23 18:03:20+00:00,i recent gave birth second daughter wonder midwif paula side she also birth first daughter almost everi prenat appoint pregnancies i cannot recommend mgp program highly i believ continu care except midwif everi woman deserv make differ childbirth experience i felt safe medic profession knew me one side i two differ birth experiences requir medic intervent either baby arrival kemh import i think mgp4 midwif truli invaluable,1,426,67
1333,83983,Sydney,2021-11-04 12:52:32+00:00,i transport attend appoint sydney eye hospit outpati depart parent 90 blind one eye limit sight otherth staff respect courteou appoint time given block book i findw wait around four hour stress tire elderli person disabilityi would like see thought compass appoint given attend around 10 year situat seemingli improved,1,318,50
1334,83984,Northam Health Service,2021-11-04 14:24:14+00:00,what i believ extrem lack park make thing extrem difficult on day write thisi park bowl club walk rain ambulatori care department collect chairs tray etc parentwho recov hip replacement in opinion definit need car parking,0,221,36
1335,83985,Esperance Health Campus,2021-11-04 14:39:54+00:00,hi time write i wasadmit detox i must admit experience level care 1010your sincerelydivemhekatd88emdiv,1,102,14
1336,83986,Bunbury Hospital,2021-10-27 06:13:20+00:00,i suffer extrem larg nearfat asthma attack thank 1st margaret river hospit help gave posit lifesav decis transport bunburi icu i help brought back healthi state matter daysth doctors nurses cater amaz job extrem profession wholeheartedness care true concern well hand amaz feeling made feel like care much methank futur patient i believ amaz hands,1,347,55
1337,83987,King Edward Memorial Hospital,2021-10-25 18:59:19+00:00,for second pregnancy i look midwiv mgp4 there wait time appoint i saw midwif throughout pregnanc i feltwa good i given inform i need experienc midwiv relax environment the midwiv explain thoroughli process option provid use resources i abl ask question understood i contact number i concerns the midwiv calm effici labour birth i felt support abl follow lead in experience gave excel care throughout visit home i baby i highli recommend team mgp4,1,446,74
1338,83988,King Edward Memorial Hospital,2021-10-28 02:32:11+00:00,i firsttim mother mgp team realli took care throughout pregnancy the care support i receiv amazing time i inform happen me body child concern issu rais handl quickly it also gave great deal comfort midwif pregnancy help birth child i felt incred safe secur know midwif knew everyth need know she amazing i wish smoother safer pregnanc journey,1,342,58
1339,83989,King Edward Memorial Hospital,2021-10-19 12:09:32+00:00,thi second pregnanc birth kemh experi positive the second time i lucki get midwiferi program midwif throughout lolita even though birth first straightforward hindsight would thing i would done differ i abl voic second i felt lolita took everyth board listen request made sure put place labour it anoth straightforward birth quick far birth go posit one thank lolita listen mei would hesit recommend birth kemh id like thank staff involv pregnancy labour care,1,458,74
1340,83990,Broome Health Campus,2021-10-31 17:44:54+00:00,dure pregnanc i look midwif lili i found amaz job she made feel like i well look inform throughout whole pregnanc last day i prepar labour lili miss half labour i believ day howev made soon could heard babi coming while way midwiv made feel super comfort relaxed so far best hospit experi iv ever thank lili rest team,1,317,59
1341,83991,Lives Lived Well – Shanty Creek Residential (Mareeba),2021-11-01 10:12:17+00:00,i use alcohol i abl see children i shake bad habit i made bad decis due alcohol use then i came realiz i need separ home alcohol so i admit shanti creek rehab help i needed from moment i got i felt welcomed there certain program men group heta i feel awesome it help lot also aod group helpful i found gym outing weekend good help feel isolated i felt i met half way certain need use mobil phone music without sim card i recal i look i got sick in experience staff awesom i feel like best i back me my anxieti gone i go shop centre i abl eat again i got crave marijuana alcohol anymore i feel like best again,1,608,123
1342,83992,Albany Health Campus,2021-11-04 19:29:07+00:00,after get diagnos cancer help i receiv albani cancer clinic mary i grate extraordinary from anoth hospit op i noth help support whole experience i alway thank wonder job do,1,172,30
1343,83993,Kalgoorlie Health Campus,2021-10-23 09:54:29+00:00,i live kalgoorli 15 year and mum two boys frequent trip ed however last trip differ time beforemi son ailment difficult diagnos knew someth wasnt right the doctor ed thorough investig because said we believ parents did i take temp no felt head knew temp left house the doctors respons  yes believ you mayb sleep neck funni henc pain no he never done that someth else the doctors respons  ok believ youblood drawn technician call check blood earli hour morning we sent away come back morn thismi son admit children ward  seen look doctor ever access krhhe undertook mani test and whilst diagnos number issu  doctor thorough found underli condit never ever found son before it actual seriou enough us go perth testingi told stori everyon town i tell amaz service people eye actual light pridethank depart health put children first doctor nurs  wow amaz service thank bottom heart care region kid parents,1,901,153
1344,83994,Boort District Health,2021-11-04 20:33:30+00:00,it extrem posit heartwarm experi rehab plan success deliv famili member the plan develop boort district health staff maintain digniti control today culmin support walking reclaim independ  commun famili time covid restrict exceptional thank boort district health staff especi alli health team ,1,293,42
1345,83995,Broome Health Campus,2021-11-04 22:21:41+00:00,with birth first child i struggl breast feed got repeat mastiti continu reoccur i stop breast feeding i realli want see lactat consult none broome i recent second child refer hospit telehealth lactat consult bunbury they greatli assist enabl establish breast feeding i understand servic provid babi 6 week old i strongli believ support form avail babi least 3 month old,1,369,61
1346,83996,Broome Health Campus,2021-11-04 22:30:41+00:00,i care throughout pregnanc birth midwiferi group practic postnat midwiv broom hospitali believ midwiferi group practic great servic i felt support throughout pregnanc birth as well home visitsi think would great home visit could extend beyond 10 day birthheartfelt thank acknowledg midwiv mgp base hospit well doctor broom hospit involv carewhil i happi care received i note opinion broom hospit facil sore need upgrade,1,419,64
1347,83998,Prince of Wales Hospital,2021-10-25 11:44:59+00:00,late one weeknight i sever stomach cramp end the princ of wale hospital emerg depart randwick from i treat extrem well everi singl member staff i encountered the treatment extrem thorough stone left unturn determin wrong after lot scan turn appendix issu removeddiviv lucki enough never visit hospit years i left idolis anyon work hospital no matter wrong issu facing i felt everyon job determin positivity even covid suppli addit issuesdivi extrem impress attitud care doctor nurse helper cleaner etc handl job patient realli made three night hospit extrem positivei appreci condit simpl treat realli open eye amaz work care servic provid i want thank bottom hearttheir posit infecti that i felt ward i fill joy despite i understand it complic surround lot patients illnessesthank again although i hope i see soon pleas know appreci thank everyone,1,848,137
1348,84001,Prince of Wales Hospital,2021-10-30 18:03:15+00:00,i arriv emerg depart midafternoon advic gp it fairli busi opinion i complain recept 15 hour i believ peopl seen ahead told three differ section depart i next section anoth 15 hour later i seen effici irish doctor took side room took test covid infection set iv took bloods order ct scan arrang gastroenterologist examin time i remain side room pend events we discuss admission the doctor want admit elderli ward wait side room infect risk i told discuss i wish treat elderlygeriatr patient rather patient gastrointestin infection we discuss politely eventually ct scan seen gastroenterologist anoth senior doctor came said found bed isol unit fine dure stay emerg dept 1am cleaner ask move anoth side room could clean one i occupied i wish appear difficult i oblig although i thought strang request my stay isol ward good nurs friendli consult excellent one rn night duti forgot ask ward doctor prescrib night sedation i ask morn happen seem evasive isol ward bit lone  understand visitors i miss person touch nurs staff eg ask i need blankets bed chang etc hopefully appar gener wards the care good one need patient also express fear politely on discharge i receiv copi discharg letter ttas i transport wheelchair porter hospit entranc i met spous discharge thank princ wale hospital,1,1284,215
1349,84002,Lives Lived Well - Woolloongabba,2021-11-05 12:15:29+00:00,my stori is base experience hang around peopl see good n want best you better life i found live live well attend program wonder experi moment i believ iv found new life beyond wildest dreams,1,190,35
1350,84003,Lives Lived Well - Woolloongabba,2021-11-05 12:30:26+00:00,i relationship someon left due drink problem we drank togeth almost daili although use heavier i turn angri person mostli fun aroundi decid get help start reach supporti start go walkin group differ facility i also start see gp dr clinic they understanding i believ current dr refus see anymorei went wait list woolloongabba day rehab program thru live live wellth best decis i could made ran tuesdayfriday 3wk midmorning a cbt cognit therapi program cover differ topicmodul day i believ facilit well trained profession supportivew checkin checkout begin end day realli help reinforc appli inform learned i felt also great concept group share gave differ insights perspect experi i could relat toon complet program i maintain sobriety i am time write story hope futur due strategi techniqu i learn thru programi highli recommend this base experience wont regret it,1,864,140
1351,84004,Derby Hospital,2021-10-18 15:49:51+00:00,after three hospit last eight months fiona stanley icu rph derby doctors nurses surgeon specialists chip care wonder nurs especi ward 6h royal perth hospital i spent time there excel nurs care cannot fault them also spent 6 week bentley rehab hospital excel nurs care physio specialistsand ongo care telehealth heartfelt thank all,1,330,53
1352,84005,Kalgoorlie Health Campus,2021-10-18 14:34:53+00:00,recently i went hospit take 3 nibl care get check seem realli sick need see doctor i saw clinician beforehand put covid room i believ i 4 5 hour kid becam restless i becom stress well so i went front desk ask nice long reckon take even estimate i recal clinician spoke rude manner made feel shame embarrassed i rememb i repli said i never ask mani room bed i ask long till kid see doctor i upset way clinician spoke way i felt i got treat believ that right treat anyon wayat entranc go see dr i recal differ clinician stand stare i found intimid i ask go stand stare me the clinician open door i said i felt rude clinician went back emerg part i believeth clinician thencal code black i still stand niblings then clinician came told leave i recal i said someth along line i go anywhere iv morn wait patient see doctor after clinician told leav i word ask write letter i leave in meantime seem patient address situat behalf i believethey heard seen clinician treat i recal said go secur ask leave the kid upset tired sick i felt even take consider kid feel situat made feel disrespected i left feel shamed treat unfairli rang depart happen children came care i tri access help sick i get treat like this i spoke manager kylie i felt care help explain situat organis doctor see nibl kid ward i found much calmer nice environment we spent whole day hospit stress day us way felt treat staff ed i believ nobodi treat like regardless race colour i experienc behaviour circumstances i went medic help suppos feel safe get best medic care possibl time i believ right treat respect ask inform updat long  i feel much ask for in opinion import staff need show bit empathi compass stress situat i believ know underli issues also assum know treat fairli human beingsi also worker facil manag wach distress shame treat like this i want address other go i experienced,1,1854,340
1353,84006,Broome Health Campus,2021-11-05 14:09:03+00:00,to start i would like highli commend broom nurs staff without i would got thru thisi flown rfd kununurra broom bowel obstructioni pain arriv left wait i felt way long appar chat discuss thing phones it seem i get upset anyon made move get roomupon arriv room told shower prepar surgery my recollect shower filthi toilet poo spread it includ hand rail walls my partner clean i could go in i day one came clean itin opinion surgeon abrupt absolut bedsid manner i felt degraded they gave noth neg outcome say cut top bottom bowel bag which frighten live  me they said remov belli button ring wont put back without explan whyaft get surgeri i notic id cut pubi sternumthen nurs came chang dress i horrified i belli button half stapl werent even attachedi medic profess pride neat place staplesi multipl surgeri life think previou surgeon amazing posit care finish touch which patient see  they awesom bedsid manner i truli wish could done surgerya i discharged i ask nurs team pleas find mani stapl place right amount could taken out they went find note surgeon appar hadnt even record mani stapl put in to on part surgic record far im aware i contact foi surgic record i make offici complaintbless nurs comfort thru stressupon arriv back kununurra right ear sore i took cotton bud give clean i place ear i felt pain sudden blood start runni out i total freak out my partner took hospit i cut ear appar thermomet i believ must surgeri awesom nurs ward use left ear right ear damag done,1,1481,264
1354,84007,King Edward Memorial Hospital,2021-09-08 16:54:20+00:00,king edward memori hospit  what placeupon find i pregnant second child i knew i want access public hospital birth first public hospit victoria fortunately king edward memori hospit kemh catchment i appli earli famili birth centr fbc accept midwiferyl programi pleasur meet sever midwiv prenat period awesome downtoearth relatable well research practic whilst realli cool people samile louisa ciara fabuloussamil made excit pregnanc involv 2yearold appoint let help measur dopplerciara alway hilari appoint birth come 4am bright daisy ciara support birth exactli i wish  remind i strong could this she cheeki made partner i laugh mani time labour someth i cherishth midwiv labour deliveri ward dealt also brilliant absolut advoc patients be medic induction mani intervent suggested however midwif wish i rememb name remind i choic time consid them thank midwife i educ empow make decis stay safe reduc medic intervent received i support birth way i want to a medicationfre deliveri i wish for i fortun got also deliveri room gorgeouslouisa  word cannot express gratitud amaz woman louisa reason i abl breastfe month rather days louisa would attend home visit schedul extra appoint ensur babi i thrive support breastfeed breastfeed past griefriddl experience time different time beauti experience i attribut support louisa fbc lactat consult kemh louisa sooth care natur passion women made world differ usfurth this pregnanc complications seen multipl time women assess unit outpati clinic patholog radiology the staff women assess unit alway greet us smile regardless busi were offer tea sandwiches the outpati clinic wellrun again despit busypatholog alway quick easi painless visitradiolog  unsung heroes the staff came made sure patient seat move visitor out i know difficult so appreci patients thank ensur common courtesy the visitor move seem mindoverall i highli rate kemh services we incred fortun access kind care famili i incred grateful thank you,1,1956,301
1355,84008,Patient Assisted Travel Scheme - WACHS Midwest,2021-10-29 15:44:05+00:00,i 11 proceduresoper perth sinc juli 2019 need hotel reimbursed flight book changed lot admin done etc it difficult pain thing yourself ladi pat geraldton alway happy effici help caring when go stress time like iv through i grate help make easi possible i realli want thank them,1,277,48
1356,84009,Patient Assisted Travel Scheme - WACHS Midwest,2021-10-28 12:54:55+00:00,recently i spoke very help ladyth best help iv ever had occassion i ladi very care explain well i experi i come feelingmisunderstood frustrated i felt attent i got occas excel good on occas i left feel bewildered id got stage i dread goingw use pat times partner surgery we go month i apprehens go back,1,302,56
1357,84010,King Edward Memorial Hospital,2021-07-06 17:37:12+00:00,i taken er king eddies king edward memori hospital subiaco perth wa make differ often treat differently disabl powerchair complex set conditions i reli noncanin assist anim keep alive a macaw parrot train medic biomonitor commonli call seizur alert parrot actual provid preemptiv medic alert warn varieti differ type collapses rang conditions the disabl discrimin act protect feder law assist animal i feel people place hospit particular rude nasti unwelcoming even withhold help complet of i believe presencei rush er stay kemh week come back anoth stay follow surgery quit frankli put amazingi treat like normal patient point discrimin due assist animal hospital real credit raritymi assist anim stay besid er ward bedside variou scan departments everywher i went like everi aspect life at point staff interact unless want to my carer present manag care me i feel hospit administr obvious work hard presented first time im told issu assist animal avian creat fair equit policy i believ kept safe assist anim safe abl job thu keep alive keep us sensori rang time operation biomonitor outsid door operation the nurs staff i dealt real credit compassionate kind caring professional surgeon specialist posit experi tooi train noncanin assist anim hear mani neg experi hospitals it wonder abl share fantast posit one say wa assist animal ambul sure safe taken ask insist opinion taken king edward memori hospit know that base experience understandleg equal rights reality i believ assist anim treat equal wa hospitals thank kemh buck discriminatori trend positive fair futurefocuss team need,1,1588,252
1358,84011,Sir Charles Gairdner Hospital,2021-11-05 16:06:42+00:00,the word patient come first do no harm proudli display hospital that far experience i chronic pain suffer 20 years sinc botch surgeri anoth hospital i went 3 year multidisciplin treatment differ specialist previou pain units i blind drug trial find work best pain i trial mani differ drug years finally doctor found balanc work me work last 20 years no chang dosag strength i abl live reason pain manag life i worked rais famili function reason life then year i get assign new doctor manag apparently doctor i year retired i told without even face face appointment new doctor i believe chang medic appar longer working it still work fine then statist i believe iv never one statist problem ever fact i offer study then i believ law i feel also true when i final face face consult new specialist i told medic chang caus terribl side effect me ask i would like it i told i want old medic back i letter lawmak question chang first instance i recal told interest i whoever i say from i believ even read letter i feder health minist treatment they turn said i recalled bad get learn live it i longer work i great deal pain anxieti experienc thing i never deal with so whole patient come first doctor do no harm is base experience joke hospitalin opinion want treat sir charl gairdner pain manag unit i believ care,1,1308,238
1359,84012,King Edward Memorial Hospital,2021-05-10 19:05:55+00:00,i lucki enough accept care mgp4 king eddi first pregnancy my midwif leann amaz right first appointment she alway made feel comfortable answer question told enough inform inform overwhelmed i also two appoint midwiv team wonder helpfuldivat 386 week i woke around 830 after poor night sleep morn go bathroom felt i thought water breaking i alreadi appoint midwif morn i call let know she ask questions reassur got come appoint bit early it second week perth lockdown i wear mask get screen hospit go appointmentleann confirm water broken i tri get labour started she suggest go lunch go nice walk tri get thing moving otherwise wed back antibiot 18 hour induct next daydivalso due lockdown husband abl attend appoint disappoint understandable i bit shock water broken appoint bit sad i also tri relay everyth hardaft lunch walk such good idea home around 2pm contract start ramp up look back id probabl contract morn everi 1520minutes i thought cramps after hour contract come hard fast i walk around house move kneel couch bed i need keep moving my husband call leann gave update calm relaxed told take panadol shower tri rest tri stay home long possible i tri contract intense my husband call updat leanne provid us reassur everyth ok keep go know go hospit slow everyth down i happi continu homeat 5pm i felt like need go hospit 15 minut drive i rememb say husband i transition he call leann say way said would meet us there we almost hospit i told husband i need pushagain due covid lockdown husband answer screen question front hospital i tri scream hous down the wonder ladi screen desk went quickly got wheelchair quickli help husband push labour ward leann wait us i told i thought i need push i somehow got bed examin me told i fulli dilat time push she offer gas rememb think anyth realli was i know midwiv room help i rememb leann talk go help me after 40minut push 639pm littl girl enter world happi healthy i got skin skin straight away age placenta luckili came naturallyi small tear need stitch howev wait doctor 2 hour ward midwife carly end stitch instead we also wait 3 hour paediatrician it busi night check babi could go home due wait long leann went home midnight carli took care we eventu discharg home 3am happi do my babi i happi healthi readi go home husbandth mgp4 midwiv visit us home 5 day incredible leanne kati paula helpful calm support visit help us home i thank whole team enough everyth us throughout pregnanc birth afterwards the continu care relax safe atmospher support incred i know help wonder birth experience although quick intensei recommend mgp style care mani peopl i hope i lucki enough care mgp4 futur pregnancies thank bottom heart incredible,1,2688,469
1360,84013,King Edward Memorial Hospital,2021-05-11 15:29:17+00:00,last month i gave birth babi girl king edward memori hospit best experience i well look moment i enter hospital i felt like i safe hand even scari moments everyth explain i could understand happen calm i felt uneasy i appreci tent mani peopl work mei greatest experi midwif antenat appointments i appreci i never rushed abl ask silli question call anytim i need tomi stay hospit pleasant the midwiv help show  taught much they gave confid care babi aloneoveral i couldnt speak higher king edward antenat appoint deliveri care i receiv hospital,1,543,93
1361,84014,King Edward Memorial Hospital,2021-05-10 11:00:29+00:00,i thank wonder women especi emiko lactat consultant servic breastfeed centr enoughaft straight forward birth mgp4 one home visit midwiv assess 3 day old bub feed  well turn out my nippl piec incred painful my midwif discuss best way forward stop feed start pump  rest express she organis us hire pump breastfeed centre weekend told us book appointmenti call next day told threeweek wait centr busy thought wait long scari fine i need appointment later afternoon i extrem lucky i receiv call say cancel next morn milk come alreadi would i like it absolutelya soon arrived felt comfort ask question discuss concerns our littl girl 5 day old assess two lactat consult confirm quit bad tongu tie high palate emiko discuss husband i option avail us help us make inform decis book littl girl frenotomydivfollow frenotomi paediatr surgeon two follow appoint emiko next weeks we notic differ baby tongu movement straight away howev feed still difficult relearn suck use tongue emiko help us strategi babi i help learn latch properli also use nippl shield 7 week help lot learn latch emiko also help us way wean use shield babi readyi also end get mastiti time due block milk duct i never felt sick luckili i got onto quickli emiko provid current polici treatment mastiti everyth i need thank settl quit fastdivdivi still feel extrem lucki call cancel appoint meant babi assess earlier andtherefor allow us get frenotomi procedur done sooner start journey learn breastfe again i often wonder wait 3 week appoint would done it emot state i would much longer journey would lasteddivit incred help access time expert assess baby watch us help us breastfeed answer question provid us care support need overwhelm difficult timei knew breastfeed go hard i feel noth prepar it i much pain discomfort emot struggl understand babi i breastfe properly 3 appoint emiko help much mani way also reassur babi i could this would take time practic would get therei could easili given see mani women stop breastfeeding i think women access incred servic wonder lactat consult would help mani women continu breastfeed longerthank much,1,2107,351
1362,84017,Noosa Hospital,2021-11-06 22:48:08+00:00,i admit bulg left side lower groin sever back pain diagnos gp ventral herniaaft day testing ct scan etc i found i treat diverticul constipation day later seemingli conclus doctors so i ask discharg i felt whole visit wast time moneyi sinc back gp i told i larg hernia left lower abdomen supposedli treatable in opinion joke believe go forward i made appoint spine surgeon look hernia specialist person mayb could tell me,0,420,73
1363,84018,Derby Hospital,2021-11-07 05:20:49+00:00,we present wach derbi wa seek help triag staff elderli parent emphysema irregular heartbeat suspect chest infectionwhilst triag unit i found attend promptli day staff the doctor call deal parent orderli manner i believ doctor found difficult find vein get blood also put canular time i recal took attempt differ staff member unfortunately get in as i understand it doctor request profession help successful by time handov take place nightshift staff came whilst doctor attend parent after while i rememb clinician told doctor breach take long one patient order hurri attend other wait room seemingli walk huff but prior that i recal inform night staff drunk patient wait attend exclaim waitso whilst staff member prepar parent admiss stabilis ward i watch anoth clinician take doctor aside seem pantri room word private then doctor order med parent take dinnersever hour later still sit triag bay wait bed parent get admitted i inform parent taken room howev time i finish write stori still waiting i fulli understand process deal patient multipl ill parent sit triag 11 hour i feel accept could expos virus could add problem health i disgust fact parent wait bed 12 hourswhilst i wait parent i straighten curtain whilst that i recal clinician ask i want broom mop i total disregarded i believ was smart remark continu make sure parent alright thi 1 stori i told opinion mani told others,1,1387,231
1364,84019,Collie Hospital,2021-11-07 10:21:03+00:00,my partner i taken trip colli explor town surround areas we first day holiday took walk river i slip piec unassum gravel fell awkwardly i knew straight away i fractur ankle my partner bit panic thought i dramat tri make walk way we stuck river luckili larg group cyclist came ladi group took charge an ambul called paramed took great care me get sort give medic move me they load ambul took short drive colli hospit i taken edth staff tend straight away made comfortable i felt absolut fantastic give regular pain medic check regularly the nurs wonder i couldnt better experience i grate involved they made realli horribl situat someth bit bearable the care i receiv second none,1,678,119
1365,84022,Collie Hospital,2021-11-07 17:44:18+00:00,i horrif eye infect get see doctor due conflict prioritieswhen i freed time i visit ed small countri hospit seen nurs practitioner thi fortun nurs practition could prescrib antibiot advis next day work quickli enough overnightin see nurs practition  fast efficient rather long wait ed avail dr nurs practition regist nurs dr help speed diagnosi recovery thi help get right treatment  i intraven antibiot but i understand it help save eye thank i believ nurs practition realli need overcrowd eds,1,494,80
1366,84023,Perth Children's Hospital,2021-11-07 18:23:27+00:00,thi messag overdu howev would like offer sincerest thank multipl team pch pivot care son sinc birth februari 2021our son rare condit yet diagnos result met everyon pch includ neonatology haematology neurology cardiology ent gastroenterology respiratori medicine genetics radiology immunology endocrinology rheumatology speech patholog physiotherapy care son also overseen vascular surgeri charli gardin togeth neurointervent radiologyw also hospit home hith eight months made multipl trip ed multipl hospit admissions includ spend almost month nicu shortli follow birth son transfer pch via incred nett teama result above feel honour abl acknowledg extraordinari level care concern son receiv doctors nurs healthcar workers we know due profession commit individu employ pch we awar challeng within health care system deepli grate level care son receiv despit difficulti effort mani individu help save continu save lifeword never captur full extent gratitud pray son medic team daili given thank efforts time care we first experienc nicu extraordinari care consult dr dimpl dr sam watch eye head nicu dr rebecca they also support incred team doctors these peopl want care child 5am life line we offer higher prais thanksgiv this we continu see dr dimpl outpati undoubtedli one smartest warmest peopl ever met we feel overwhelm bless son continu carew also privileg meet extraordinari nurs nicu especi hannah erin bec care son there they everyth could hope expertise care compass  more we also rememb great gratitud nurs daisy alessia alyssa mikaela meg jessica karin sarah donna  special person it hard leav child nicu even hour get sleep know child care hannah bec erin and later donna dr dimpl dr sam hand way parent could ever close eyesw also rememb extraordinari gratitud dr andrew provid urgent cardiolog consult son first admit togeth dr david cardiothoras surgeon provid care son support us parent terribl time uncertainti fear often expens person time we continu see dr andrew dr david follow month outpati like dr dimpl dr sam peopl want care child professional trustworthy honest brilliant  simpli extraordinari human beingsw also receiv fantast level care support imagin haematolog team ever sinc son birth word never adequ express thank team dr tina dr carly dr elishka dr vanessa we see four wonder doctor regular basi qualiti care given us absolut outstanding they work long hour togeth haemotolog nurs natali stacey provid care support son everi parent wants the haematolog team us right start journey nicu mani long nights tests hospit stays clinic appoint question ever since we beyond grate supportw also see hith team regularli alway bowl level care kind cheer amaz nurs provide jen jo alison nicki sue ele di jessica  nurs who name unfortun forgotten  provid outstand care 7 day week often short notice they work long days drive long distanc yet never feel like stranger home angel disguis blue uniformsther mani peopl who name includ  dr joe dr tim example patient answer mani question lead son care level detail support absolut incredible other individu  dr jonathon neurology professor derek radiology dr cathi genetics dr kevin rheumatology entir ent team dr andrew resp med dr marcelo gaestro maxin physiotherapy sharon social worker leann entir medic imag team  special thank also central veinou nurs deb support us difficult ct togeth duti anesthetist sam martyn casey kkind  honestli recommend profession first classw could give multipl exampl kind profession everi singl one individu mani peopl eg emergency extraordinari nurs ward 1a entir pathwest team haveencountered continu walk us uncertain journey we bless son care pch he time commitment expertis hard work  investigating commun couragethank you bottom hearts,1,3746,584
1367,84024,The Prince Charles Hospital,2021-11-08 01:37:15+00:00,recently i accid cut index finger quiet deepli sharp kitchen knife i went local medic centr saw i believe great doctor gave local clean deep wound upon examination doctor told deep i need go emerg depart hospital i recal doctor wrote referr letter recommend urgent treatment ix iv therapi requir repair i went closest hospit princ charles i felt i wait patient 3 hour final call see doctor after blood pressur taken nurse i ask go back wait room prioriti need bed no problem howev wait again i wit 4 peopl call i think priorities when i ask i next i feel i met rude behaviour told i back bottom list i rememb said made mistake my letter state urgent anoth doctor i believ bother read it anyway i go differ hospit i surgeri finger if i lose finger i sue tpch tort negligence,0,773,144
1368,84025,Geraldton Hospital,2021-11-08 11:52:54+00:00,a good friend mine babi grh month it emerg surgeri unfortun babi unwell the babi flown pch i day famili till bub mom flown perthdivdivi saw except professionalism genuin care concern shown midwiv shift morning i believ manner job worth commend refreshing my friend nurs english second language felt comfort babi wife good handsdivdivth care great nurs midwiv provid wonderful unfortunately busi rfd transfer organis transport perth rest family i unabl convey nurs person pleas pass sincer thank except workthanks,1,512,80
1369,84027,Swan Hill District Hospital,2021-10-28 11:38:43+00:00,in opinion theswan hill radiolog depart unorganis and i believe unabl fix stuff caus distress toan older pregnant woman facilit book scan and i believe find suitabl resolution caus issues i understand first issu occur department,0,228,36
1370,84028,Karratha Health Campus,2021-11-01 18:28:50+00:00,p classmsonormali wonder birth experi pilbara region wa the karratha health campu dr midwiv involv care amaz i happi share birth storyp classmsonormali complet posit birth program also face face hypnobirth cours karratha through ahypnobirth australia practitioner i husbandi also amazingdoula steph husband part birth teami feel play part realli prepar lead birth throughout labourp classmsonormalunfortunately origin birth plan chang littl bit final weeks i go labour natur a planned thi due amniot fluid low placenta start todegener well ideal babi girl becaus reasons medic team karratha health campus husband i decid safest babyto induc 38 week 1 dayrath wait go labour natur risk complic possibl stress babyp classmsonormalthi dissapoint me i realli hope go labour natur also i unabl labour birth bath plan either i need drip hookedup monitors durat labour p classmsonormalmi water broken 8am i induc earli on my bodi start natur labouring hour oxytocin administered midwif abl stop oxytocindrip p classmsonormali abl utilis mani differ pain manag strategi tool kit throughout labour i believ follow toolshelp manag mylabour pain safe birth babywithout interventions after initi inducingaffirmations breathing ten machine shower music although i end make use thega later stage labourp classmsonormali realli cant begin describ empow amaz experi abl bring babi girl world my babi born 755pm brought much joyinto live ever sincep classmsonormalthank posit birth program team integr part play assist feel prepared equip calm lead birth throughout labourp classmsonormalkind regardsemgammaxj43em,1,1596,236
1371,84029,Northam Health Service,2021-11-04 14:24:14+00:00,what i believ extrem lack park make thing extrem difficult on day write thisi park bowl club walk rain ambulatori care department collect chairs tray etc parentwho recov hip replacement in opinion definit need car parking,0,221,36
1372,84030,King Edward Memorial Hospital,2021-09-06 13:40:41+00:00,first all thank mgp4 team special thank carissa i think angel you ladi marvel groupi experienc continu consist care throughout labour birth the midwiv experienc inform whenev i need support due this i alway feel safe support throughout thi especi import first pregnancyth neg i experienc i postlabour recoveri babi ward i felt midwiv care helpful be firsttim mum i felt i receiv much guidanc requir care baby also buzzer call support sometim wait go 30 minut me feel like lifetim babi crying i believ staf number may need increas eas load midwiv duti also provid quicker supportoveral i good birth would like thank everyon involved keep good work,1,646,109
1373,84031,Community Vaccination Clinic Busselton,2021-11-08 16:14:42+00:00,i present busselton roll clinic 2 teenag children need second dose covid vaccine at time appoint free we unbooked howev love staff clinic recal us within 15 minut 2 spot becom available my kid got second dose 2 lollies thank busselton roll up clinic guy superstar ,1,264,46
1374,84032,Wonthaggi Hospital,2021-11-08 16:16:35+00:00,a coupl month ago sunday i call ambul home took wonthaggi hospital i two hospit previouslyon arriv wonthaggi nurs incredible the doctor rang one hospit work togeth care i cannot thank everyon ed care gave me i went medic ward i cant thank everyone look me enough incred careon followingtuesday i move rehab ward again outstand care five day later i becam ill the doctor came see excel nurs outstanding when i improv rehab start again i came home littl two weeks i cannot thank everyon wonthaggi hospital the doctor look special took time answer questions,1,554,96
1375,84033,Derby Hospital,2021-10-18 15:49:51+00:00,after three hospit last eight months fiona stanley icu rph derby doctors nurses surgeon specialists chip care wonder nurs especi ward 6h royal perth hospital i spent time there excel nurs care cannot fault them also spent 6 week bentley rehab hospital excel nurs care physio specialistsand ongo care telehealth heartfelt thank all,1,330,53
1376,84034,Collie Hospital,2021-11-02 22:53:05+00:00,i first colonoscopi well look nurs staff i noth prais i treated all nurs involv care exceptional,1,96,17
1377,84035,Collie Hospital,2021-10-28 16:59:08+00:00,attend colli hospit i sever cut hand the care staff noth short exceptional especi nurs practition beth,1,102,17
